===================
	  Java项目分析报告
===================

1. 类 / 接口汇总
------------------
类 org.apache.commons.math4.core.jdkmath.AccurateMath   [50字段, 87方法, 注释率31%]
    参数个数: 1
    代码行数: 38
    圈复杂度: 7

  方法: preMultiply
    参数个数: 1
    代码行数: 44
    圈复杂度: 7

  方法: walkInRowOrder
    参数个数: 1
    代码行数: 21
    圈复杂度: 5

  方法: walkInRowOrder
    参数个数: 1
    代码行数: 21
    圈复杂度: 5

  方法: walkInRowOrder
    参数个数: 5
    代码行数: 24
    圈复杂度: 5

  方法: walkInRowOrder
    参数个数: 5
    代码行数: 24
    圈复杂度: 5

  方法: walkInOptimizedOrder
    参数个数: 1
    代码行数: 22
    圈复杂度: 5

  方法: walkInOptimizedOrder
    参数个数: 1
    代码行数: 22
    圈复杂度: 5

  方法: walkInOptimizedOrder
    参数个数: 5
    代码行数: 24
    圈复杂度: 5

  方法: walkInOptimizedOrder
    参数个数: 5
    代码行数: 24
    圈复杂度: 5

  方法: blockHeight
    参数个数: 1
    代码行数: 3
    圈复杂度: 2

  方法: blockWidth
    参数个数: 1
    代码行数: 3
    圈复杂度: 2

org.apache.commons.math4.legacy.linear.BlockRealMatrix (共51个方法):
该类的圈复杂度: 188       注释率: 17%
  方法: toBlocksLayout
    参数个数: 1
    代码行数: 42
    圈复杂度: 6

  方法: createBlocksLayout
    参数个数: 2
    代码行数: 21
    圈复杂度: 3

  方法: createMatrix
    参数个数: 2
    代码行数: 3
    圈复杂度: 1

  方法: copy
    参数个数: 0
    代码行数: 11
    圈复杂度: 2

  方法: add
    参数个数: 1
    代码行数: 36
    圈复杂度: 6

  方法: add
    参数个数: 1
    代码行数: 18
    圈复杂度: 3

  方法: subtract
    参数个数: 1
    代码行数: 36
    圈复杂度: 6

  方法: subtract
    参数个数: 1
    代码行数: 18
    圈复杂度: 3

  方法: scalarAdd
    参数个数: 1
    代码行数: 15
    圈复杂度: 3

  方法: scalarMultiply
    参数个数: 1
    代码行数: 14
    圈复杂度: 3

  方法: multiply
    参数个数: 1
    代码行数: 51
    圈复杂度: 8

  方法: multiply
    参数个数: 1
    代码行数: 59
    圈复杂度: 8

  方法: getData
    参数个数: 0
    代码行数: 25
    圈复杂度: 4

  方法: getNorm
    参数个数: 0
    代码行数: 23
    圈复杂度: 6

  方法: getFrobeniusNorm
    参数个数: 0
    代码行数: 9
    圈复杂度: 2

  方法: getSubMatrix
    参数个数: 4
    代码行数: 90
    圈复杂度: 6

  方法: copyBlockPart
    参数个数: 10
    代码行数: 10
    圈复杂度: 2

  方法: setSubMatrix
    参数个数: 3
    代码行数: 46
    圈复杂度: 6

  方法: getRowMatrix
    参数个数: 1
    代码行数: 27
    圈复杂度: 3

  方法: setRowMatrix
    参数个数: 2
    代码行数: 7
    圈复杂度: 2

  方法: setRowMatrix
    参数个数: 2
    代码行数: 31
    圈复杂度: 4

  方法: getColumnMatrix
    参数个数: 1
    代码行数: 25
    圈复杂度: 4

  方法: setColumnMatrix
    参数个数: 2
    代码行数: 7
    圈复杂度: 2

  方法: setColumnMatrix
    参数个数: 2
    代码行数: 29
    圈复杂度: 5

  方法: getRowVector
    参数个数: 1
    代码行数: 17
    圈复杂度: 2

  方法: setRowVector
    参数个数: 2
    代码行数: 7
    圈复杂度: 2

  方法: getColumnVector
    参数个数: 1
    代码行数: 19
    圈复杂度: 3

  方法: setColumnVector
    参数个数: 2
    代码行数: 7
    圈复杂度: 2

  方法: getRow
    参数个数: 1
    代码行数: 17
    圈复杂度: 2

  方法: setRow
    参数个数: 2
    代码行数: 18
    圈复杂度: 3

  方法: getColumn
    参数个数: 1
    代码行数: 19
    圈复杂度: 3

  方法: setColumn
    参数个数: 2
    代码行数: 20
    圈复杂度: 4

  方法: getEntry
    参数个数: 2
    代码行数: 8
    圈复杂度: 1

  方法: setEntry
    参数个数: 3
    代码行数: 8
    圈复杂度: 1

  方法: addToEntry
    参数个数: 3
    代码行数: 8
    圈复杂度: 1

  方法: multiplyEntry
    参数个数: 3
    代码行数: 8
    圈复杂度: 1

  方法: transpose
    参数个数: 0
    代码行数: 33
    圈复杂度: 5

  方法: getRowDimension
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: getColumnDimension
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: operate
    参数个数: 1
    代码行数: 36
    圈复杂度: 7

  方法: preMultiply
    参数个数: 1
    代码行数: 41
    圈复杂度: 7

  方法: walkInRowOrder
    参数个数: 1
    代码行数: 21
    圈复杂度: 5

  方法: walkInRowOrder
    参数个数: 1
    代码行数: 21
    圈复杂度: 5

  方法: walkInRowOrder
    参数个数: 5
    代码行数: 24
    圈复杂度: 5

  方法: walkInRowOrder
    参数个数: 5
    代码行数: 24
    圈复杂度: 5

  方法: walkInOptimizedOrder
    参数个数: 1
    代码行数: 22
    圈复杂度: 5

  方法: walkInOptimizedOrder
    参数个数: 1
    代码行数: 22
    圈复杂度: 5

  方法: walkInOptimizedOrder
    参数个数: 5
    代码行数: 24
    圈复杂度: 5

  方法: walkInOptimizedOrder
    参数个数: 5
    代码行数: 24
    圈复杂度: 5

  方法: blockHeight
    参数个数: 1
    代码行数: 3
    圈复杂度: 2

  方法: blockWidth
    参数个数: 1
    代码行数: 3
    圈复杂度: 2

org.apache.commons.math4.legacy.linear.CholeskyDecomposition (共4个方法):
该类的圈复杂度: 7       注释率: 32%
  方法: getL
    参数个数: 0
    代码行数: 6
    圈复杂度: 2

  方法: getLT
    参数个数: 0
    代码行数: 9
    圈复杂度: 2

  方法: getDeterminant
    参数个数: 0
    代码行数: 8
    圈复杂度: 2

  方法: getSolver
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

org.apache.commons.math4.legacy.linear.ConjugateGradient (共2个方法):
该类的圈复杂度: 10       注释率: 27%
  方法: getCheck
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: solveInPlace
    参数个数: 4
    代码行数: 82
    圈复杂度: 9

org.apache.commons.math4.legacy.linear.DecompositionSolver (共4个方法):
该类的圈复杂度: 4       注释率: 84%
  方法: solve
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

  方法: solve
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

  方法: isNonSingular
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

  方法: getInverse
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

org.apache.commons.math4.legacy.linear.DefaultFieldMatrixChangingVisitor (共3个方法):
该类的圈复杂度: 3       注释率: 23%
  方法: start
    参数个数: 6
    代码行数: 2
    圈复杂度: 1

  方法: visit
    参数个数: 3
    代码行数: 3
    圈复杂度: 1

  方法: end
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

org.apache.commons.math4.legacy.linear.DefaultFieldMatrixPreservingVisitor (共3个方法):
该类的圈复杂度: 3       注释率: 25%
  方法: start
    参数个数: 6
    代码行数: 2
    圈复杂度: 1

  方法: visit
    参数个数: 3
    代码行数: 1
    圈复杂度: 1

  方法: end
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

org.apache.commons.math4.legacy.linear.DefaultIterativeLinearSolverEvent (共5个方法):
该类的圈复杂度: 6       注释率: 50%
  方法: getNormOfResidual
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: getResidual
    参数个数: 0
    代码行数: 6
    圈复杂度: 2

  方法: getRightHandSideVector
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: getSolution
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: providesResidual
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

org.apache.commons.math4.legacy.linear.DefaultRealMatrixChangingVisitor (共3个方法):
该类的圈复杂度: 3       注释率: 16%
  方法: start
    参数个数: 6
    代码行数: 2
    圈复杂度: 1

  方法: visit
    参数个数: 3
    代码行数: 3
    圈复杂度: 1

  方法: end
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

org.apache.commons.math4.legacy.linear.DefaultRealMatrixPreservingVisitor (共3个方法):
该类的圈复杂度: 3       注释率: 18%
  方法: start
    参数个数: 6
    代码行数: 2
    圈复杂度: 1

  方法: visit
    参数个数: 3
    代码行数: 1
    圈复杂度: 1

  方法: end
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

org.apache.commons.math4.legacy.linear.DiagonalMatrix (共21个方法):
该类的圈复杂度: 39       注释率: 35%
  方法: createMatrix
    参数个数: 2
    代码行数: 7
    圈复杂度: 2

  方法: copy
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: add
    参数个数: 1
    代码行数: 12
    圈复杂度: 2

  方法: subtract
    参数个数: 1
    代码行数: 11
    圈复杂度: 2

  方法: multiply
    参数个数: 1
    代码行数: 11
    圈复杂度: 2

  方法: multiply
    参数个数: 1
    代码行数: 16
    圈复杂度: 4

  方法: getData
    参数个数: 0
    代码行数: 10
    圈复杂度: 2

  方法: getDataRef
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: getEntry
    参数个数: 2
    代码行数: 4
    圈复杂度: 2

  方法: setEntry
    参数个数: 3
    代码行数: 8
    圈复杂度: 2

  方法: addToEntry
    参数个数: 3
    代码行数: 8
    圈复杂度: 2

  方法: multiplyEntry
    参数个数: 3
    代码行数: 7
    圈复杂度: 2

  方法: getRowDimension
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: getColumnDimension
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: operate
    参数个数: 1
    代码行数: 3
    圈复杂度: 1

  方法: preMultiply
    参数个数: 1
    代码行数: 3
    圈复杂度: 1

  方法: preMultiply
    参数个数: 1
    代码行数: 9
    圈复杂度: 2

  方法: ensureZero
    参数个数: 1
    代码行数: 5
    圈复杂度: 2

  方法: inverse
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: inverse
    参数个数: 1
    代码行数: 11
    圈复杂度: 3

  方法: isSingular
    参数个数: 1
    代码行数: 8
    圈复杂度: 3

org.apache.commons.math4.legacy.linear.EigenDecomposition (共17个方法):
该类的圈复杂度: 93       注释率: 29%
  方法: getV
    参数个数: 0
    代码行数: 12
    圈复杂度: 3

  方法: getD
    参数个数: 0
    代码行数: 16
    圈复杂度: 5

  方法: getVT
    参数个数: 0
    代码行数: 13
    圈复杂度: 3

  方法: hasComplexEigenvalues
    参数个数: 0
    代码行数: 8
    圈复杂度: 3

  方法: getRealEigenvalues
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: getRealEigenvalue
    参数个数: 1
    代码行数: 3
    圈复杂度: 1

  方法: getImagEigenvalues
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: getImagEigenvalue
    参数个数: 1
    代码行数: 3
    圈复杂度: 1

  方法: getEigenvector
    参数个数: 1
    代码行数: 3
    圈复杂度: 1

  方法: getDeterminant
    参数个数: 0
    代码行数: 7
    圈复杂度: 1

  方法: getSquareRoot
    参数个数: 0
    代码行数: 19
    圈复杂度: 4

  方法: getSolver
    参数个数: 0
    代码行数: 6
    圈复杂度: 2

  方法: transformToTridiagonal
    参数个数: 1
    代码行数: 6
    圈复杂度: 1

  方法: findEigenVectors
    参数个数: 1
    代码行数: 150
    圈复杂度: 33

  方法: transformToSchur
    参数个数: 1
    代码行数: 24
    圈复杂度: 3

  方法: cdiv
    参数个数: 4
    代码行数: 3
    圈复杂度: 1

  方法: findEigenVectorsFromSchur
    参数个数: 1
    代码行数: 175
    圈复杂度: 29

org.apache.commons.math4.legacy.linear.FieldDecompositionSolver (共4个方法):
该类的圈复杂度: 4       注释率: 74%
  方法: solve
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

  方法: solve
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

  方法: isNonSingular
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

  方法: getInverse
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

org.apache.commons.math4.legacy.linear.FieldLUDecomposition (共6个方法):
该类的圈复杂度: 17       注释率: 22%
  方法: getL
    参数个数: 0
    代码行数: 14
    圈复杂度: 4

  方法: getU
    参数个数: 0
    代码行数: 13
    圈复杂度: 4

  方法: getP
    参数个数: 0
    代码行数: 10
    圈复杂度: 3

  方法: getPivot
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

  方法: getDeterminant
    参数个数: 0
    代码行数: 12
    圈复杂度: 4

  方法: getSolver
    参数个数: 0
    代码行数: 3
    圈复杂度: 1

org.apache.commons.math4.legacy.linear.FieldMatrix (共50个方法):
该类的圈复杂度: 50       注释率: 83%
  方法: getField
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

  方法: createMatrix
    参数个数: 2
    代码行数: 0
    圈复杂度: 1

  方法: copy
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

  方法: add
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

  方法: subtract
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

  方法: scalarAdd
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

  方法: scalarMultiply
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

  方法: multiply
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

  方法: preMultiply
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

  方法: power
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

  方法: getData
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

  方法: getSubMatrix
    参数个数: 4
    代码行数: 0
    圈复杂度: 1

  方法: getSubMatrix
    参数个数: 2
    代码行数: 0
    圈复杂度: 1

  方法: copySubMatrix
    参数个数: 5
    代码行数: 0
    圈复杂度: 1

  方法: copySubMatrix
    参数个数: 3
    代码行数: 0
    圈复杂度: 1

  方法: setSubMatrix
    参数个数: 3
    代码行数: 0
    圈复杂度: 1

  方法: getRowMatrix
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

  方法: setRowMatrix
    参数个数: 2
    代码行数: 0
    圈复杂度: 1

  方法: getColumnMatrix
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

  方法: setColumnMatrix
    参数个数: 2
    代码行数: 0
    圈复杂度: 1

  方法: getRowVector
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

  方法: setRowVector
    参数个数: 2
    代码行数: 0
    圈复杂度: 1

  方法: getColumnVector
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

  方法: setColumnVector
    参数个数: 2
    代码行数: 0
    圈复杂度: 1

  方法: getRow
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

  方法: setRow
    参数个数: 2
    代码行数: 0
    圈复杂度: 1

  方法: getColumn
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

  方法: setColumn
    参数个数: 2
    代码行数: 0
    圈复杂度: 1

  方法: getEntry
    参数个数: 2
    代码行数: 0
    圈复杂度: 1

  方法: setEntry
    参数个数: 3
    代码行数: 0
    圈复杂度: 1

  方法: addToEntry
    参数个数: 3
    代码行数: 0
    圈复杂度: 1

  方法: multiplyEntry
    参数个数: 3
    代码行数: 0
    圈复杂度: 1

  方法: transpose
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

  方法: getTrace
    参数个数: 0
    代码行数: 0
    圈复杂度: 1

  方法: operate
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

  方法: operate
    参数个数: 1
    代码行数: 0
    圈复杂度: 1

